STT,Trường,Mã ngành,Tên ngành,Tổ hợp,Điểm chuẩn ĐGNL HCM 2025,Phương thức,Ghi chú
608,Trường Đại Học Hoa Sen,7340201,Tài chính – Ngân hàng,A00; A01; D01; D03; D09,600,Điểm ĐGNL HCM,ĐGNL HCM
609,Trường Đại Học Hoa Sen,7310401,Tâm lý học,A01; D01; D08; C00,600,Điểm ĐGNL HCM,ĐGNL HCM
610,Trường Đại Học Hàng Hải Việt Nam,D118,Công nghệ phần mềm,None,22.25,Điểm ĐGNL HCM,ĐGNL HCM
611,Trường Đại Học Hàng Hải Việt Nam,D114,Công nghệ thông tin,None,23.5,Điểm ĐGNL HCM,ĐGNL HCM
612,Trường Đại Học Hàng Hải Việt Nam,H114,Công nghệ thông tin (NC),None,20,Điểm ĐGNL HCM,ĐGNL HCM
613,Trường Đại Học Hàng Hải Việt Nam,D113,Công trình giao thông và cơ sở hạ tầng,None,20,Điểm ĐGNL HCM,ĐGNL HCM
614,Trường Đại Học Hàng Hải Việt Nam,D102,Khai thác máy tàu biển,None,21,Điểm ĐGNL HCM,ĐGNL HCM
615,Trường Đại Học Hàng Hải Việt Nam,S102,Khai thác máy tàu biển (Chọn),None,19.5,Điểm ĐGNL HCM,ĐGNL HCM
616,Trường Đại Học Hàng Hải Việt Nam,A409,Kinh doanh quốc tế và logistics,None,22.25,Điểm ĐGNL HCM,ĐGNL HCM
617,Trường Đại Học Hàng Hải Việt Nam,A408,Kinh tế Hàng hải,None,20.25,Điểm ĐGNL HCM,ĐGNL HCM
618,Trường Đại Học Hàng Hải Việt Nam,D402,Kinh tế ngoại thương,None,23.75,Điểm ĐGNL HCM,ĐGNL HCM
619,Trường Đại Học Hàng Hải Việt Nam,H402,Kinh tế ngoại thương (NC),None,21.65,Điểm ĐGNL HCM,ĐGNL HCM
620,Trường Đại Học Hàng Hải Việt Nam,D401,Kinh tế vận tải biển,None,23.7,Điểm ĐGNL HCM,ĐGNL HCM
621,Trường Đại Học Hàng Hải Việt Nam,H401,Kinh tế vận tải biển (NC),None,21.25,Điểm ĐGNL HCM,ĐGNL HCM
622,Trường Đại Học Hàng Hải Việt Nam,D410,Kinh tế vận tải thủy,None,22.75,Điểm ĐGNL HCM,ĐGNL HCM
623,Trường Đại Học Hàng Hải Việt Nam,D127,Kiến trúc và nội thất,None,19,Điểm ĐGNL HCM,ĐGNL HCM
624,Trường Đại Học Hàng Hải Việt Nam,D117,Kỹ thuật Cơ điện tử,None,22.75,Điểm ĐGNL HCM,ĐGNL HCM
625,Trường Đại Học Hàng Hải Việt Nam,D111,Kỹ thuật an toàn hàng hải,None,20.5,Điểm ĐGNL HCM,ĐGNL HCM
626,Trường Đại Học Hàng Hải Việt Nam,D126,Kỹ thuật công nghệ hóa học,None,19.5,Điểm ĐGNL HCM,ĐGNL HCM
627,Trường Đại Học Hàng Hải Việt Nam,D116,Kỹ thuật cơ khí,None,21.75,Điểm ĐGNL HCM,ĐGNL HCM
628,Trường Đại Học Hàng Hải Việt Nam,D115,Kỹ thuật môi trường,None,20.75,Điểm ĐGNL HCM,ĐGNL HCM
629,Trường Đại Học Hàng Hải Việt Nam,D123,Kỹ thuật nhiệt lạnh,None,20.5,Điểm ĐGNL HCM,ĐGNL HCM
630,Trường Đại Học Hàng Hải Việt Nam,D119,Kỹ thuật truyền thông và mạng máy tính,None,21.5,Điểm ĐGNL HCM,ĐGNL HCM
631,Trường Đại Học Hàng Hải Việt Nam,D122,Kỹ thuật ô tô,None,22.5,Điểm ĐGNL HCM,ĐGNL HCM
632,Trường Đại Học Hàng Hải Việt Nam,D407,Logistics và chuỗi cung ứng,None,25,Điểm ĐGNL HCM,ĐGNL HCM
633,Trường Đại Học Hàng Hải Việt Nam,D120,Luật hàng hải,None,23.25,Điểm ĐGNL HCM,ĐGNL HCM
634,Trường Đại Học Hàng Hải Việt Nam,D132,Luật kinh doanh,None,23,Điểm ĐGNL HCM,ĐGNL HCM
635,Trường Đại Học Hàng Hải Việt Nam,D106,Máy tàu thủy,None,20.5,Điểm ĐGNL HCM,ĐGNL HCM
636,Trường Đại Học Hàng Hải Việt Nam,D128,Máy và tự động công nghiệp,None,21,Điểm ĐGNL HCM,ĐGNL HCM
637,Trường Đại Học Hàng Hải Việt Nam,D109,Máy và tự động hóa xếp dỡ,None,20.25,Điểm ĐGNL HCM,ĐGNL HCM
638,Trường Đại Học Hàng Hải Việt Nam,D125,Ngôn ngữ Anh,None,28.5,Điểm ĐGNL HCM,ĐGNL HCM
639,Trường Đại Học Hàng Hải Việt Nam,D130,Quản lý công trình xây dựng,None,20.25,Điểm ĐGNL HCM,ĐGNL HCM
640,Trường Đại Học Hàng Hải Việt Nam,D129,Quản lý hàng hải,None,23.5,Điểm ĐGNL HCM,ĐGNL HCM
641,Trường Đại Học Hàng Hải Việt Nam,A404,Quản lý kinh doanh thương mại điện tử,None,20,Điểm ĐGNL HCM,ĐGNL HCM
642,Trường Đại Học Hàng Hải Việt Nam,A403,Quản lý kinh doanh và Marketing,None,20.75,Điểm ĐGNL HCM,ĐGNL HCM
643,Trường Đại Học Hàng Hải Việt Nam,D131,Quản lý kỹ thuật công nghiệp,None,21.75,Điểm ĐGNL HCM,ĐGNL HCM
644,Trường Đại Học Hàng Hải Việt Nam,D403,Quản trị kinh doanh,None,22.5,Điểm ĐGNL HCM,ĐGNL HCM
645,Trường Đại Học Hàng Hải Việt Nam,D404,Quản trị tài chính kế toán,None,22.15,Điểm ĐGNL HCM,ĐGNL HCM
646,Trường Đại Học Hàng Hải Việt Nam,D411,Quản trị tài chính ngân hàng,None,22,Điểm ĐGNL HCM,ĐGNL HCM
647,Trường Đại Học Hàng Hải Việt Nam,D107,Thiết kế tàu và công trình ngoài khơi,None,20,Điểm ĐGNL HCM,ĐGNL HCM
648,Trường Đại Học Hàng Hải Việt Nam,D124,Tiếng Anh thương mại,None,27,Điểm ĐGNL HCM,ĐGNL HCM
649,Trường Đại Học Hàng Hải Việt Nam,D412,Truyền thông Marketing,None,23.15,Điểm ĐGNL HCM,ĐGNL HCM
650,Trường Đại Học Hàng Hải Việt Nam,D121,Tự động hóa hệ thống điện,None,22.25,Điểm ĐGNL HCM,ĐGNL HCM
651,Trường Đại Học Hàng Hải Việt Nam,D110,Xây dựng công trình thủy,None,19,Điểm ĐGNL HCM,ĐGNL HCM
652,Trường Đại Học Hàng Hải Việt Nam,D112,Xây dựng dân dụng và công nghiệp,None,19.5,Điểm ĐGNL HCM,ĐGNL HCM
653,Trường Đại Học Hàng Hải Việt Nam,D101,Điều khiển tàu biển,None,22.25,Điểm ĐGNL HCM,ĐGNL HCM
654,Trường Đại Học Hàng Hải Việt Nam,S101,Điều khiển tàu biển (Chọn),None,20.75,Điểm ĐGNL HCM,ĐGNL HCM
655,Trường Đại Học Hàng Hải Việt Nam,D104,Điện tử viễn thông,None,22,Điểm ĐGNL HCM,ĐGNL HCM
656,Trường Đại Học Hàng Hải Việt Nam,D105,Điện tự động công nghiệp,None,23.5,Điểm ĐGNL HCM,ĐGNL HCM
657,Trường Đại Học Hàng Hải Việt Nam,H105,Điện tự động công nghiệp (NC),None,19.5,Điểm ĐGNL HCM,ĐGNL HCM
658,Trường Đại Học Hàng Hải Việt Nam,D103,Điện tự động giao thông vận tải,None,20.5,Điểm ĐGNL HCM,ĐGNL HCM
659,Trường Đại Học Hàng Hải Việt Nam,D108,Đóng tàu và công trình ngoài khơi,None,19.5,Điểm ĐGNL HCM,ĐGNL HCM
660,Trường Đại Học Hồng Đức,7310201,Chính trị học,None,16,Điểm ĐGNL HCM,ĐGNL HCM
661,Trường Đại Học Hồng Đức,7620106,Chăn nuôi - Thú y,None,16,Điểm ĐGNL HCM,ĐGNL HCM
662,Trường Đại Học Hồng Đức,7480201,Công nghệ thông tin,None,17.5,Điểm ĐGNL HCM,ĐGNL HCM
663,Trường Đại Học Hồng Đức,7760101,Công tác xã hội,None,16,Điểm ĐGNL HCM,ĐGNL HCM
664,Trường Đại Học Hồng Đức,7810101,Du lịch,None,16,Điểm ĐGNL HCM,ĐGNL HCM
665,Trường Đại Học Hồng Đức,7140201,Giáo dục Mầm non,None,26.68,Điểm ĐGNL HCM,ĐGNL HCM
666,Trường Đại Học Hồng Đức,7140202,Giáo dục Tiểu học,None,25.13,Điểm ĐGNL HCM,ĐGNL HCM
667,Trường Đại Học Hồng Đức,7140206,Giáo dục thể chất,None,26.04,Điểm ĐGNL HCM,ĐGNL HCM
668,Trường Đại Học Hồng Đức,7810302,Huấn luyện thể thao,None,16,Điểm ĐGNL HCM,ĐGNL HCM
669,Trường Đại Học Hồng Đức,7620110,Khoa học cây trồng,None,16,Điểm ĐGNL HCM,ĐGNL HCM
670,Trường Đại Học Hồng Đức,7440122,Khoa học vật liệu,None,16,Điểm ĐGNL HCM,ĐGNL HCM
671,Trường Đại Học Hồng Đức,7310101,Kinh tế,None,16,Điểm ĐGNL HCM,ĐGNL HCM
672,Trường Đại Học Hồng Đức,7620115,Kinh tế nông nghiệp,None,16,Điểm ĐGNL HCM,ĐGNL HCM
673,Trường Đại Học Hồng Đức,7340302,Kiểm toán,None,16,Điểm ĐGNL HCM,ĐGNL HCM
674,Trường Đại Học Hồng Đức,7340301,Kế toán,None,18,Điểm ĐGNL HCM,ĐGNL HCM
675,Trường Đại Học Hồng Đức,7580201,Kỹ thuật xây dựng,None,16,Điểm ĐGNL HCM,ĐGNL HCM
676,Trường Đại Học Hồng Đức,7520201,Kỹ thuật điện,None,16.5,Điểm ĐGNL HCM,ĐGNL HCM
677,Trường Đại Học Hồng Đức,7510605,Logistics và QL chuỗi cung ứng,None,18,Điểm ĐGNL HCM,ĐGNL HCM
678,Trường Đại Học Hồng Đức,7380101,Luật,None,18,Điểm ĐGNL HCM,ĐGNL HCM
679,Trường Đại Học Hồng Đức,7380107,Luật Kinh tế,None,18,Điểm ĐGNL HCM,ĐGNL HCM
680,Trường Đại Học Hồng Đức,7220201,Ngôn ngữ Anh,None,17.5,Điểm ĐGNL HCM,ĐGNL HCM
681,Trường Đại Học Hồng Đức,7850103,Quản lý đất đai,None,16,Điểm ĐGNL HCM,ĐGNL HCM
682,Trường Đại Học Hồng Đức,7810201,Quản trị khách sạn,None,16,Điểm ĐGNL HCM,ĐGNL HCM
683,Trường Đại Học Hồng Đức,7340101,Quản trị kinh doanh,None,18,Điểm ĐGNL HCM,ĐGNL HCM
684,Trường Đại Học Hồng Đức,7140212,Sư phạm Hóa học,None,25.8,Điểm ĐGNL HCM,ĐGNL HCM
685,Trường Đại Học Hồng Đức,7140247,Sư phạm Khoa học Tự nhiên,None,25.02,Điểm ĐGNL HCM,ĐGNL HCM
686,Trường Đại Học Hồng Đức,7140218,Sư phạm Lịch sử,None,28.13,Điểm ĐGNL HCM,ĐGNL HCM
687,Trường Đại Học Hồng Đức,7140249,Sư phạm Lịch sử - Địa lý,None,27.9,Điểm ĐGNL HCM,ĐGNL HCM
688,Trường Đại Học Hồng Đức,7140217,Sư phạm Ngữ văn,None,28.38,Điểm ĐGNL HCM,ĐGNL HCM
689,Trường Đại Học Hồng Đức,7140213,Sư phạm Sinh học,None,22.75,Điểm ĐGNL HCM,ĐGNL HCM
690,Trường Đại Học Hồng Đức,7140210,Sư phạm Tin học,None,24.46,Điểm ĐGNL HCM,ĐGNL HCM
691,Trường Đại Học Hồng Đức,7140231,Sư phạm Tiếng Anh,None,25.32,Điểm ĐGNL HCM,ĐGNL HCM
692,Trường Đại Học Hồng Đức,7140209,Sư phạm Toán học,None,27.22,Điểm ĐGNL HCM,ĐGNL HCM
693,Trường Đại Học Hồng Đức,7140211,Sư phạm Vật lý,None,26.38,Điểm ĐGNL HCM,ĐGNL HCM
694,Trường Đại Học Hồng Đức,7140219,Sư phạm Địa lý,None,28.2,Điểm ĐGNL HCM,ĐGNL HCM
695,Trường Đại Học Hồng Đức,7460101,Toán học,None,18,Điểm ĐGNL HCM,ĐGNL HCM
696,Trường Đại Học Hồng Đức,7320104,Truyền thông đa phương tiện,None,16,Điểm ĐGNL HCM,ĐGNL HCM
697,Trường Đại Học Hồng Đức,7340201,Tài chính - Ngân hàng,None,16,Điểm ĐGNL HCM,ĐGNL HCM
698,Trường Đại Học Hồng Đức,7310401,Tâm lý học,None,16,Điểm ĐGNL HCM,ĐGNL HCM
699,Trường Đại Học Hồng Đức,7229030,Văn học,None,16,Điểm ĐGNL HCM,ĐGNL HCM
700,Trường Đại Học Khoa Học Huế,7320101,Báo chí,None,760,Điểm ĐGNL HCM,ĐGNL HCM
701,Trường Đại Học Khoa Học Huế,7510401,Công nghệ kỹ thuật hóa học,None,680,Điểm ĐGNL HCM,ĐGNL HCM
702,Trường Đại Học Khoa Học Huế,7510302,Công nghệ kỹ thuật điện tử - Viễn thông,None,700,Điểm ĐGNL HCM,ĐGNL HCM
703,Trường Đại Học Khoa Học Huế,7420201,Công nghệ sinh học,None,680,Điểm ĐGNL HCM,ĐGNL HCM
704,Trường Đại Học Khoa Học Huế,7480201,Công nghệ thông tin,None,700,Điểm ĐGNL HCM,ĐGNL HCM
705,Trường Đại Học Khoa Học Huế,7480201VJ,Công nghệ thông tin (Chương trình đào tạo Kỹ sư Việt-Nhật),None,710,Điểm ĐGNL HCM,ĐGNL HCM
706,Trường Đại Học Khoa Học Huế,7760101,Công tác xã hội,None,760,Điểm ĐGNL HCM,ĐGNL HCM
707,Trường Đại Học Khoa Học Huế,7220104,Hán Nôm,None,640,Điểm ĐGNL HCM,ĐGNL HCM
708,Trường Đại Học Khoa Học Huế,7440112,Hóa học,None,640,Điểm ĐGNL HCM,ĐGNL HCM
709,Trường Đại Học Khoa Học Huế,7440301,Khoa học môi trường,None,600,Điểm ĐGNL HCM,ĐGNL HCM
710,Trường Đại Học Khoa Học Huế,7480103,Kỹ thuật phần mềm,None,700,Điểm ĐGNL HCM,ĐGNL HCM
711,Trường Đại Học Khoa Học Huế,7520503,Kỹ thuật trắc địa - bản đồ,None,620,Điểm ĐGNL HCM,ĐGNL HCM
712,Trường Đại Học Khoa Học Huế,7229010,Lịch sử,None,880,Điểm ĐGNL HCM,ĐGNL HCM
713,Trường Đại Học Khoa Học Huế,7850105,"Quản lý an toàn, sức khỏe và môi trường",None,620,Điểm ĐGNL HCM,ĐGNL HCM
714,Trường Đại Học Khoa Học Huế,7310205,Quản lý nhà nước,None,620,Điểm ĐGNL HCM,ĐGNL HCM
715,Trường Đại Học Khoa Học Huế,7850101,Quản lý tài nguyên và môi trường,None,620,Điểm ĐGNL HCM,ĐGNL HCM
716,Trường Đại Học Khoa Học Huế,7229042,Quản lý văn hóa,None,640,Điểm ĐGNL HCM,ĐGNL HCM
717,Trường Đại Học Khoa Học Huế,7480107TD ,Quản trị và phân tích dữ liệu,None,640,Điểm ĐGNL HCM,ĐGNL HCM
718,Trường Đại Học Khoa Học Huế,7229001,Triết học,None,640,Điểm ĐGNL HCM,ĐGNL HCM
719,Trường Đại Học Khoa Học Huế,7320111,Truyền thông số,None,800,Điểm ĐGNL HCM,ĐGNL HCM
720,Trường Đại Học Khoa Học Huế,7229030,Văn học,None,880,Điểm ĐGNL HCM,ĐGNL HCM
721,Trường Đại Học Khoa Học Huế,7440102,Vật lý học,None,640,Điểm ĐGNL HCM,ĐGNL HCM
722,Trường Đại Học Khoa Học Huế,7310301,Xã hội học,None,620,Điểm ĐGNL HCM,ĐGNL HCM
723,Trường Đại Học Khoa Học Huế,7310608,Đông phương học,None,620,Điểm ĐGNL HCM,ĐGNL HCM
724,Trường Đại Học Khoa Học Huế,7580211,Địa kỹ thuật xây dựng,None,620,Điểm ĐGNL HCM,ĐGNL HCM
725,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7510406,Công nghệ Kỹ thuật Môi trường,None,673,Điểm ĐGNL HCM,ĐGNL HCM
726,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7420201,Công nghệ Sinh học,None,817,Điểm ĐGNL HCM,ĐGNL HCM
727,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7420201_DKD,Công nghệ Sinh học (CT TCTA),None,800,Điểm ĐGNL HCM,ĐGNL HCM
728,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7510402,Công nghệ Vật liệu,None,832,Điểm ĐGNL HCM,ĐGNL HCM
729,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7140103,Công nghệ giáo dục,None,797,Điểm ĐGNL HCM,ĐGNL HCM
730,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7510401_DKD,Công nghệ kỹ thuật Hóa học (CTTCTA),None,842,Điểm ĐGNL HCM,ĐGNL HCM
731,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7480201_DKD,Công nghệ thông tin (CT TCTA),None,906,Điểm ĐGNL HCM,ĐGNL HCM
732,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440112,Hóa học,None,886,Điểm ĐGNL HCM,ĐGNL HCM
733,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440112_DKD,Hóa học (CT TCTA),None,797,Điểm ĐGNL HCM,ĐGNL HCM
734,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440228,Hải dương học,None,711,Điểm ĐGNL HCM,ĐGNL HCM
735,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440301,Khoa học Môi trường,None,658,Điểm ĐGNL HCM,ĐGNL HCM
736,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440301_DKD,Khoa học Môi trường (CTTCTA),None,573,Điểm ĐGNL HCM,ĐGNL HCM
737,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440122,Khoa học Vật liệu,None,790,Điểm ĐGNL HCM,ĐGNL HCM
738,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440122_DKD,Khoa học Vật liệu (CT TCTA),None,742,Điểm ĐGNL HCM,ĐGNL HCM
739,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7480101_TT,Khoa học máy tính (CTTiên tiến),None,1136,Điểm ĐGNL HCM,ĐGNL HCM
740,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7520402,Kỹ thuật hạt nhân,None,876,Điểm ĐGNL HCM,ĐGNL HCM
741,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7520207,Kỹ thuật điện tử - viễn thông,None,910,Điểm ĐGNL HCM,ĐGNL HCM
742,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7520207_DKD,Kỹ thuật điện tử - viễn thông (CT TCTA),None,864,Điểm ĐGNL HCM,ĐGNL HCM
743,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7520501,Kỹ thuật địa chất,None,723,Điểm ĐGNL HCM,ĐGNL HCM
744,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7460108_NN,"Nhóm ngành Khoa học dữ liệu (CT:80), Thống kê (CT:40)",None,1019,Điểm ĐGNL HCM,ĐGNL HCM
745,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7460101_NN,"Nhóm ngành Toán học (Toán học, Toán ứng dụng, Toán tin)",None,910,Điểm ĐGNL HCM,ĐGNL HCM
746,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440102_NN,"Nhóm ngành Vật lý học (CT: 150), Công nghệ Vật lý điện tử và tin học (CT: 60), Công nghệ bán dẫn (CT: 60)",None,917,Điểm ĐGNL HCM,ĐGNL HCM
747,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7480201_NN,Nhóm ngành máy tính và Công nghệ thông tin (Công nghệ thông tin; Kỹ thuật phần mềm; Hệ thống thông tin; Khoa học máy tính),None,972,Điểm ĐGNL HCM,ĐGNL HCM
748,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440201_NN,"Nhóm ngành Địa chất học (CT: 40), Kinh tế đất đai (CT: 50)",None,707,Điểm ĐGNL HCM,ĐGNL HCM
749,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7850101,Quản lý tài nguyên và môi trường,None,693,Điểm ĐGNL HCM,ĐGNL HCM
750,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7420101,Sinh học,None,696,Điểm ĐGNL HCM,ĐGNL HCM
751,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7420101_DKD,Sinh học (CTTCTA),None,673,Điểm ĐGNL HCM,ĐGNL HCM
752,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7520231,Thiết kế vi mạch,None,1002,Điểm ĐGNL HCM,ĐGNL HCM
753,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7480107,Trí tuệ nhân tạo,None,1092,Điểm ĐGNL HCM,ĐGNL HCM
754,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7440102_DKD,Vật lý học (CTTCTA),None,804,Điểm ĐGNL HCM,ĐGNL HCM
755,Trường Đại Học Khoa Học Tự Nhiên TPHCM,7520403,Vật lý y khoa,None,882,Điểm ĐGNL HCM,ĐGNL HCM
756,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7320101,Báo chí,None,913,Điểm ĐGNL HCM,ĐGNL HCM
757,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7320101_CLC,Báo chí (Chuẩn Quốc tế),None,866,Điểm ĐGNL HCM,ĐGNL HCM
758,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7760101,Công tác xã hội,None,770,Điểm ĐGNL HCM,ĐGNL HCM
759,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7140101,Giáo dục học,None,767,Điểm ĐGNL HCM,ĐGNL HCM
760,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7310614,Hàn Quốc học,None,775,Điểm ĐGNL HCM,ĐGNL HCM
761,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,73106a1,Kinh doanh thương mại Hàn Quốc,None,818,Điểm ĐGNL HCM,ĐGNL HCM
762,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7320303,Lưu trữ học,None,730,Điểm ĐGNL HCM,ĐGNL HCM
763,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7229010,Lịch sử,None,755,Điểm ĐGNL HCM,ĐGNL HCM
764,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7210213,Nghệ thuật học,None,873,Điểm ĐGNL HCM,ĐGNL HCM
765,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7220201,Ngôn ngữ Anh,None,901,Điểm ĐGNL HCM,ĐGNL HCM
766,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7210201_CLC,Ngôn ngữ Anh (Chuẩn QT),None,851,Điểm ĐGNL HCM,ĐGNL HCM
767,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7220201_LKH,"Ngôn ngữ Anh (Liên kết ĐH Minnesota Crookston, Hoa Kỳ)",None,780,Điểm ĐGNL HCM,ĐGNL HCM
768,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7220208,Ngôn ngữ Italia,None,650,Điểm ĐGNL HCM,ĐGNL HCM
769,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7220202,Ngôn ngữ Nga,None,700,Điểm ĐGNL HCM,ĐGNL HCM
770,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7220203,Ngôn ngữ Pháp,None,720,Điểm ĐGNL HCM,ĐGNL HCM
771,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7220204,Ngôn ngữ Trung Quốc,None,878,Điểm ĐGNL HCM,ĐGNL HCM
772,Trường Đại Học Khoa Học Xã Hội và Nhân Văn TPHCM,7220204_LKH,"Ngôn ngữ Trung Quốc (Liên kết ĐH Sư phạm Quảng Tây, Trung Quốc)",None,735,Điểm ĐGNL HCM,ĐGNL HCM
